Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication_Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Reference Count,Copyright Year,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
The evolution of monitoring and controlling in electric power substations,B. S. Tatera; H. L. Smith,"Pacific Gas & Electric Company, San Francisco, California, USA",2008 IEEE Power and Energy Society General Meeting - Conversion and Delivery of Electrical Energy in the 21st Century,20080812,2008,,,1,5,"This paper discusses the evolution that has taken place in substation monitoring, control and protection systems over the past ten years. The architecture has changed from many electrical / mechanical devices to the broad scale use of intelligent electronic devices. System architecture has changed from many independent standalone systems to a single system that can serve the needs of many. The changes are very dramatic and cost saving. The subject of protective relaying is left to others who are experts in this field.",1932-5517;19325517,CD-ROM:978-1-4244-1906-7; POD:978-1-4244-1905-0,10.1109/PES.2008.4596842,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4596842,Automation Systems;Intelligent Electronic Devices;Substation Automation;Substation Integration;Substation LAN;Substation Monitoring,Circuit breakers;Contacts;Control systems;Monitoring;Power system protection;Power system relaying;Protective relaying;Substation protection;Switches;Transformers,power station control;relays;substation protection,electric power substation control;intelligent electronic devices;protection systems;protective relaying;substation monitoring,,1,,,,,20-24 July 2008,,IEEE,IEEE Conferences
Distribution grid security management with high DG penetration rate: Situation in France and some future trends,C. Kieny; N. Hadjsaid; B. Raison; Y. Besanger; R. Caire; D. Roye; T. Tran-Quoc; O. Devaux; G. Malarange,"IDEA, BP 46, 38402 Saint Martin d&#191;H&#232;res, France",2008 IEEE Power and Energy Society General Meeting - Conversion and Delivery of Electrical Energy in the 21st Century,20080812,2008,,,1,6,"The major change in the last decade concerning distribution network is related to the penetration of distributed generation (DG). The current practice in France concerning the connection of DG was to fit the network to the worse case of use of DG to avoid any problem. This approach will reach his limits and many developments will be necessary to optimize the network operation, taking the presence of DG into account. In this document, we introduce some research topics going on in our team as voltage control, management of load and generation, stability analysis of networks with DG, optimization of use of fault indicator, choice of optimal configuration and automatic post fault restoration, distribution system availability assessment. We also stress on the problem of interdependency between power and ICT infrastructures.",1932-5517;19325517,CD-ROM:978-1-4244-1906-7; POD:978-1-4244-1905-0,10.1109/PES.2008.4596373,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4596373,Critical infrastructure;Fault location;Load management;Power distribution reliability;Power system stability;Voltage control;losses,Mathematical model;Optimization;Power system reliability;Power system stability;Reactive power;Reliability;Security,distributed power generation;load management;power distribution control;power distribution faults;power distribution reliability;power grids;power system management;power system restoration;power system security;power system stability;voltage control,DG penetration rate;France;automatic post fault restoration;distributed generation;distribution grid security management;distribution network;distribution system availability assessment;fault indicator;load management;optimization;stability analysis;voltage control,,1,8,,,,20-24 July 2008,,IEEE,IEEE Conferences
Intelligent real-time tools and visualizations for wide-area electrical grid reliability management,C. Martinez,"Electric Power Group (EPG), Pasadena CA 91101 USA",2008 IEEE Power and Energy Society General Meeting - Conversion and Delivery of Electrical Energy in the 21st Century,20080812,2008,,,1,4,"The establishment of competitive electricity markets worldwide, the deregulation of the electricity industry, and the response of the industry to the U.S. Energy Policy Act of 2005 have resulted in both very large and very small Balancing Authorities, greater operational complexities, and new reliability management needs at the wide-area level. Both the industry and government organizations responsible for different aspects of reliability management are adapting and responding to these new developments. This ongoing evolution of the industry and the increasing numbers of major blackouts around the world spotlight the need for wide-area visibility of the health of power systems and real-time monitoring of electrical grid reliability performance in order to prevent blackouts. Traditional real-time monitoring tools, real-time hardware-software architectures, and user interfaces all developed for vertical integrated environments have proven to be inadequate for the development of the new wide-area intelligent tools and visualizations required to operate and manage the evolving electrical grid. This paper describes the new reliability management needs and organizations emerging at the wide-area level; new hardware-software user-interface configurations; intelligent alerts and alarming and geo-graphic multi-view visualization technologies resulting from the Consortium for Electric Reliability Technology Solutionspsila (CERTS) research, and tailored and applied by the North American Electric Reliability Corporationpsilas (NERC) functional organizations for wide-area real-time resources adequacy monitoring, and intelligent alert and alarming tools currently in use by about 75 operational organizations in North America.",1932-5517;19325517,CD-ROM:978-1-4244-1906-7; POD:978-1-4244-1905-0,10.1109/PES.2008.4596891,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4596891,Balancing Authorities;Consortium for Electric Reliability Technology Solutions (CERTS);Geo-Graphic Multi-View Visualizations;Intelligent Alarms;Intelligent Tools;North American Electric Reliability Corporation (NERC);Real-Time Applications;Wide Area,Electricity supply industry;Electricity supply industry deregulation;Energy management;Government;Monitoring;Power system management;Power system reliability;Real time systems;User interfaces;Visualization,computerised monitoring;hardware-software codesign;knowledge based systems;power engineering computing;power grids;power markets;power system management;power system reliability;real-time systems,alarming tools;competitive electricity markets worldwide;electricity industry deregulation;geo-graphic multi-view visualization technologies;intelligent alert;intelligent real-time tools;power systems health;real-time hardware-software architectures;real-time monitoring;user interfaces;wide-area electrical grid reliability management;wide-area visibility,,0,5,,,,20-24 July 2008,,IEEE,IEEE Conferences
Design and implementation of a pragmatic open architecture for control center modernization and consolidation project at BCTC,V. Vankayala; E. Vaahedi,"British Columbia Transmission Corporation, Canada",2008 IEEE Power and Energy Society General Meeting - Conversion and Delivery of Electrical Energy in the 21st Century,20080812,2008,,,1,1,"This presentation provides an overview of the open architecture for the control center modernization and consolidation project at BCTC. BCTC is the provincial crown corporation responsible for operating, planning and managing British Columbia's high-voltage electric transmission grid. BCTC is regulated by the British Columbia Utilities Commission (BCUC). The design is based on the technology strategy of creating a long-term cost effective, sound and sustainable solution. The integration solution provided allows modular introduction of new applications and upgrading of individual applications without impacting the rest of the system. The approach consisted of pragmatic, real-world decision making framework that addressed multiple conflicting requirements and constraints. The architecture created an open and flexible framework for evolving the consolidated control centers into a scalable infrastructure for evolution and implementation of a long term road map.",1932-5517;19325517,CD-ROM:978-1-4244-1906-7; POD:978-1-4244-1905-0,10.1109/PES.2008.4596727,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4596727,,Costs;Decision making;Electrical equipment industry;Project management;Roads,decision making;design engineering;power grids;power system management;power transmission economics;power transmission planning,British Columbia Utilities Commission;control center modernization and consolidation project;high-voltage electric transmission grid;pragmatic open architecture;provincial crown corporation;real-world decision making framework,,0,,,,,20-24 July 2008,,IEEE,IEEE Conferences
Realization of the WAMS based power system aggregate load area model,Jing Zhang; J. Y. Wen; S. J. Cheng; Z. Y. Dong,"School of Electrical and Electricity Engineering at Huazhong University of Science and Technology (HUST), Wuhan, China",2008 IEEE Power and Energy Society General Meeting - Conversion and Delivery of Electrical Energy in the 21st Century,20080812,2008,,,1,6,"The load places a very important role in power system stability. It greatly affects the system stability assessment results of a power system to a large extent. This paper focuses on the realization of aggregate load area model (ALAM) analysis. The ALAM model is based on the output of a power system wide area measurement system (WAMS). The parameter identifiability regarding the ALAM is studied in this paper. The case study of a simple power system shows that by using the proposed two step optimal ALAM load modeling method, the determined parameters of the ALAM model is much accurate and the ALAM model can perform sufficiently accuracy to the real load area.",1932-5517;19325517,CD-ROM:978-1-4244-1906-7; POD:978-1-4244-1905-0,10.1109/PES.2008.4596627,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4596627,WAMS;aggregate load area model;load model;parameter identifiability;parameter identification,Aggregates;Load modeling;Power system dynamics;Power system interconnection;Power system measurements;Power system modeling;Power system reliability;Power system simulation;Power system stability;Wide area measurements,power system measurement;power system parameter estimation;power system stability,ALAM analysis;WAMS;parameter identification;power system aggregate load area model;power system stability;wide area measurement system,,1,17,,,,20-24 July 2008,,IEEE,IEEE Conferences
New network cyber-security architecture for smart distribution system operations,T. Mander; H. Cheung; A. Hamlyn; Lin Wang; Cungang Yang; R. Cheung,"University of Teesside, U.K.",2008 IEEE Power and Energy Society General Meeting - Conversion and Delivery of Electrical Energy in the 21st Century,20080812,2008,,,1,8,"This paper proposes a new network cyber-security architecture for smart (energy-efficient, environmental-friendly, cost-effective, etc.) power distribution system operations. The focus is on providing cyber-security for smart (time-of-use scheduling, smart metering, dispersed generation tracking, etc.) load-management devices that are networked for collaborative operations and accessible by utility staff and consumers. The proposed architecture utilizes DNP3 to produce protocols disjoint between DNP3 devices for strictly regulated power system operations and TCP/IP devices for smart load management accessible by utility consumers. The protocols disjoint limits effectiveness of attacks from consumer TCP/IP devices. As DNP3 does not provide sufficient security for collaborative operations, security enhancements to DNP3 are proposed using data object security and a security layer. The data object security provides access rules to devices, preventing unauthorized manipulation of device operations and data. The security layer provides confidentiality through encryption for consumer information and prevents cyber-attackers from identifying utility targets.",1932-5517;19325517,CD-ROM:978-1-4244-1906-7; POD:978-1-4244-1905-0,10.1109/PES.2008.4596859,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4596859,Computer network security;Power system communication and security;Protocols;architecture;load management;management;smart distribution system,Access protocols;Collaboration;Computer security;Data security;Distributed power generation;Energy efficiency;Information security;Power distribution;Power system security;TCPIP,distribution networks;load management;power engineering computing;power system security;transport protocols,TCP-IP devices;collaborative operations;consumer information encryption;data object security;dispersed generation tracking;load-management devices;network cybersecurity architecture;smart distribution system operations;smart metering;time-of-use scheduling,,1,17,,,,20-24 July 2008,,IEEE,IEEE Conferences
Cyber security issues for Advanced Metering Infrasttructure (AMI),F. M. Cleveland,"IEEE PES Power System Communications Committee, USA",2008 IEEE Power and Energy Society General Meeting - Conversion and Delivery of Electrical Energy in the 21st Century,20080812,2008,,,1,5,"Advanced Metering Infrastructure (AMI) is becoming of increasing interest to many stakeholders, including utilities, regulators, energy markets, and a society concerned about conserving energy and responding to global warming. AMI technologies, rapidly overtaking the earlier Automated Meter Reading (AMR) technologies, are being developed by many vendors, with portions being developed by metering manufacturers, communications providers, and back-office Meter Data Management (MDM) IT vendors. In this flurry of excitement, very little effort has yet been focused on the cyber security of AMI systems. The comment usually is ""Oh yes, we will encrypt everything - that will make everything secure."" That comment indicates unawareness of possible security threats of AMI - a technology that will reach into a large majority of residences and virtually all commercial and industrial customers. What if, for instance, remote connect/disconnect were included as one AMI capability - a function of great interest to many utilities as it avoids truck rolls. What if a smart kid hacker in his basement cracked the security of his AMI system, and sent out 5 million disconnect commands to all customer meters on the AMI system...?",1932-5517;19325517,CD-ROM:978-1-4244-1906-7; POD:978-1-4244-1905-0,10.1109/PES.2008.4596535,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4596535,AMI headend;AMI network;Advanced Metering Infrastructure;Meter Data Management;Security;customer gateways;smart meters,Ambient intelligence;Automatic meter reading;Computer security;Cryptography;Data security;Global warming;Manufacturing automation;Meter reading;Regulators;Technology management,automatic meter reading;internetworking;security of data,advanced metering infrastructure;customer gateways;cyber security;meter data management,,51,,,,,20-24 July 2008,,IEEE,IEEE Conferences
An online dynamic security assessment scheme using phasor measurements and decision trees,Kai Sun; S. Likhate; V. Vittal; S. Kolluri; S. Mandal,"EPRI, USA",2008 IEEE Power and Energy Society General Meeting - Conversion and Delivery of Electrical Energy in the 21st Century,20080812,2008,,,1,1,"This paper describes an online dynamic security assessment scheme for large-scale interconnected power systems using phasor measurements and decision trees. The scheme builds and periodically updates decision trees offline to decide critical attributes as security indicators. Decision trees provide online security assessment and preventive control guidelines based on real-time measurements of the indicators from phasor measurement units. The scheme uses a new classification method involving each whole path of a decision tree instead of only classification results at terminal nodes to provide more reliable security assessment results for changes in system conditions. The approaches developed are tested on a 2100-bus, 2600-line, 240-generator operational model of the Entergy system. The test results demonstrate that the proposed scheme is able to identify key security indicators and give reliable and accurate online dynamic security predictions.",1932-5517;19325517,CD-ROM:978-1-4244-1906-7; POD:978-1-4244-1905-0,10.1109/PES.2008.4596398,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4596398,,Classification tree analysis;Decision trees;Guidelines;Large-scale systems;Phasor measurement units;Power measurement;Power system dynamics;Power system interconnection;Power system measurements;Power system security,decision trees;power system interconnection;power system measurement;power system security,decision trees;large-scale interconnected power systems;online dynamic security assessment scheme;phasor measurements;preventive control guidelines,,0,,,,,20-24 July 2008,,IEEE,IEEE Conferences
Innovative and massively deployed sensors in electric power systems,T. J. Browne; J. W. Stahlhut; G. T. Heydt; W. T. Jewell; R. Bezawada,"Electrical Engineering Department, Arizona State University, Tempe, 85287 USA",2008 IEEE Power and Energy Society General Meeting - Conversion and Delivery of Electrical Energy in the 21st Century,20080812,2008,,,1,6,"This paper summarizes an investigation of the potential for massively deploying various types of sensors throughout electric power systems. Extensions of existing power system sensor data are considered, along with possibilities for integrating new sensors into the power system. The advantages and disadvantages of massively deployed sensors are discussed. The paper also identifies several innovative measurement technologies for power systems.",1932-5517;19325517,CD-ROM:978-1-4244-1906-7; POD:978-1-4244-1905-0,10.1109/PES.2008.4596345,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4596345,Power system measurements;Poynting vector;giant magnetoresistive effect;power systems;state estimation;transducers,Instruments;Magnetic sensors;Phasor measurement units;Power measurement;Power system measurements;SCADA systems;Sensor phenomena and characterization;Sensor systems;State estimation;Time measurement,power system measurement;power system state estimation;sensors,massively deployed sensor;power system measurement;power system state estimation,,1,13,,,,20-24 July 2008,,IEEE,IEEE Conferences
Protection of parallel transmission lines using Wi-Fi protocol,K. M. Abdel-Latif; M. M. Eissa; A. S. Ali; O. P. Malik; M. E. Masoud,"Department of Electrical Machine and Power Engineering, Egypt",2008 IEEE Power and Energy Society General Meeting - Conversion and Delivery of Electrical Energy in the 21st Century,20080812,2008,,,1,8,"A protection scheme for parallel transmission lines protection using wireless fidelity (Wi-Fi) protocol is introduced in this paper. The measured data at both ends can be exchanged through Wi-Fi protocol. In such a case, the onsite measured data and the transmitted data from remote end will be available for each relay. A protection technique is used for manipulating the data. Then a final decision is also exchanged through the Wi-Fi protocol to form a tripping or blocking signal.",1932-5517;19325517,CD-ROM:978-1-4244-1906-7; POD:978-1-4244-1905-0,10.1109/PES.2008.4596216,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4596216,Digital protection;Parallel transmission lines;Wi-Fi protocol;Wireless communication,Costs;Digital relays;Power engineering and energy;Power system protection;Power transmission lines;Protective relaying;Transmission line measurements;Transmission lines;Wireless application protocol;Wireless communication,power engineering computing;power transmission lines;power transmission protection;protocols;wireless LAN,Wi-Fi protocol;data manipulation;parallel transmission line protection;remote end data;wireless fidelity,,0,18,,,,20-24 July 2008,,IEEE,IEEE Conferences
Situation awareness: State of the art,M. R. Endsley; E. S. Connors,"SA Technologies, Inc., Marietta, GA 30066 USA",2008 IEEE Power and Energy Society General Meeting - Conversion and Delivery of Electrical Energy in the 21st Century,20080812,2008,,,1,4,"This paper describes active research on situation awareness (SA) as it applies to the power transmission and distribution (T&D) industry. Recent emphases on situation awareness in the power T&D industry have highlighted the lack of SA-related research in this domain. This gap has been recognized by several organizations, leading to the development of new commercial energy management systems, reactive reserve monitoring tools, and visualization systems designed to assist T&D operators in monitoring, predicting, anticipating, and preventing potential problems that could lead to major power outages. The essential element in each of these endeavors is a focused effort on understanding and increasing operator SA in T&D control centers. The power T&D domain presents multiple vantage points upon which operator SA can be improved. The power T&D industry continues to seek a solution to its situation awareness gap. The work described in this paper helps to identify areas where SA needs are lacking within the industry, and provides valuable insights to inform the development of future technology to support SA in the power T&D domain.",1932-5517;19325517,CD-ROM:978-1-4244-1906-7; POD:978-1-4244-1905-0,10.1109/PES.2008.4596937,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4596937,Power system reliability,Associate members;Defense industry;Displays;Electrical equipment industry;Energy management;Industrial control;Monitoring;Power system reliability;Power transmission;Visualization,energy management systems;power distribution;power system reliability;power transmission,T&D control centers;T&D operators;energy management systems;power transmission and distribution industry;reactive reserve monitoring tools;situation awareness,,22,9,,,,20-24 July 2008,,IEEE,IEEE Conferences
Modeling future cyber-physical energy systems,M. D. Ilic; L. Xie; U. A. Khan; J. M. F. Moura,"Carnegie Mellon Univ., Pittsburgh, PA",2008 IEEE Power and Energy Society General Meeting - Conversion and Delivery of Electrical Energy in the 21st Century,20080812,2008,,,1,9,"In this paper a model of a future combined cyber-physical energy system is introduced. We view such systems as the intertwined physical-cyber network interconnections of many non-uniform components, such as diverse energy sources and different classes of energy users, equipped with their own local cyber. This modeling approach is qualitatively different from the currently used models that do not explicitly account for the effects of sensing and communications. The proposed approach is based, instead, on representing all physical components as modules interconnected by means of an electric network. However, not all physical components can be modeled from first principles because of the extreme non-uniformity and the complexity of various classes of components. Instead, many components and/or groups of components have to be monitored and their models have to be identified using extensive signal processing, sensing, and model identification. We illustrate such combined cyber-physical models of key components, and use these to introduce a structure preserving model of a cyber-physical infrastructure of the interconnected system. Such a model becomes a basis for deciding what to sense and at which rate, what level of data mining is needed for which (groups of) physical modules to achieve predictable performance for cyber-physical future energy systems. This model rests on the premise that the performance of future energy systems can be shaped in major ways by means of broadly available cyber technologies. In order to make the most out of the available cyber technologies, the first step is to establish models which capture these interdependencies. This paper is a step in such direction.",1932-5517;19325517,CD-ROM:978-1-4244-1906-7; POD:978-1-4244-1905-0,10.1109/PES.2008.4596708,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4596708,Communications and Control of Large Energy Systems;Cyber-Physical Systems;Energy and Environment;Future Energy Systems;Infrastructures;Load Dynamics;Load Model Identification;Phasor Measurement Units (PMUs);Sensors,Autoregressive processes;Generators;Load modeling;Power generation;Power system dynamics;Power systems;Sensors,combined cycle power stations;power system interconnection;power system simulation,combined cyber-physical energy system;cyber technologies;cyber-physical future energy systems;cyber-physical infrastructure;data mining;electric network;energy sources;energy users;interconnected system;intertwined physical-cyber network interconnections;load dynamics;load model identification;phasor measurement units;physical components;physical modules;signal processing;structure preserving model,,39,11,,,,20-24 July 2008,,IEEE,IEEE Conferences
A power electronics communication protocol for distributed digital control architectures,G. Francis; R. Burgos; F. Wang; D. Boroyevich,,2008 IEEE Power and Energy Society General Meeting - Conversion and Delivery of Electrical Energy in the 21st Century,20080812,2008,,,1,8,"This paper presents a distributed control system architecture for power electronics conversion systems. Control partitioning is described and a two-level control hierarchy is proposed. Specifically, a hardware manager-controlling the actual power conversion process-, and an application manager, hardware independent Universal Controller are introduced and implemented. A detailed description of these controllers is given using a voltage-source inverter as test system. Additionally, a high-speed real-time protocol (PESNet) is introduced for communication purposes of the proposed distributed control architecture. The synchronous nature of the protocol is described in addition to its data types and commands. From the analysis presented the usage of such an architecture and controllers for reconfigurable zonal distribution systems becomes apparent.",1932-5517;19325517,CD-ROM:978-1-4244-1906-7; POD:978-1-4244-1905-0,10.1109/PES.2008.4596827,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4596827,Communications Protocol;DSP;FPGA;Power Electronics,Communication system control;Control systems;Digital control;Distributed control;Energy management;Hardware;Power conversion;Power electronics;Power system management;Protocols,digital control;invertors;power electronics;protocols,PESNet;communication protocol;distributed digital control architecture;high-speed real-time protocol;power electronics conversion system;universal controller;voltage-source inverter,,5,8,,,,20-24 July 2008,,IEEE,IEEE Conferences
Utility experience with developing a smart grid roadmap,M. McGranaghan; D. Von Dollen; P. Myrda; E. Gunther,"Electric Power Research Institute, USA",2008 IEEE Power and Energy Society General Meeting - Conversion and Delivery of Electrical Energy in the 21st Century,20080812,2008,,,1,5,Utilities are actively developing plans for the future information and communication infrastructure that will support a more intelligent power system. This panel session contribution describes the roadmap development process being used by utilities to define the technologies that will be part of the smart grid and the migration path from the existing infrastructure.,1932-5517;19325517,CD-ROM:978-1-4244-1906-7; POD:978-1-4244-1905-0,10.1109/PES.2008.4596927,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4596927,Advanced Metering;Common Information Model;Distribution Automation;Power System Communications;SCADA;Smart Grid;Substation Automation,Automatic generation control;Communication system control;Control systems;Investments;Power system control;Power system modeling;Power system reliability;Power systems;Smart grids;Substation automation,power grids;power system planning,information-communication infrastructure;intelligent power system;smart grid roadmap;utility experience,,26,1,,,,20-24 July 2008,,IEEE,IEEE Conferences
Secure authentication for DNP3,G. Gilchrist,"FnerNex Corporation, Okotoks, Alberta, T1S 1A4 Canada",2008 IEEE Power and Energy Society General Meeting - Conversion and Delivery of Electrical Energy in the 21st Century,20080812,2008,,,1,3,This paper provides an overview of the secure authentication specification for DNP3. It summarizes the purpose and operation of the protocol and discusses the current state of the specification. Some parts of this paper are excerpts from the specification itself.,1932-5517;19325517,CD-ROM:978-1-4244-1906-7; POD:978-1-4244-1905-0,10.1109/PES.2008.4596147,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4596147,Communication Protocols;Cyber Security;Digital Communication;Electric Systems;Gas Systems;SCADA;System Operations;Water Systems,Authentication;Authorization;Communication system security;Digital communication;Network servers;Protection;Protocols;Public key cryptography;TCPIP;Wire,protocols;security of data,DNP3;protocol operation;secure authentication specification,,12,6,,,,20-24 July 2008,,IEEE,IEEE Conferences
Information services for smart grids,R. L. King,"Mississippi State University, USA",2008 IEEE Power and Energy Society General Meeting - Conversion and Delivery of Electrical Energy in the 21st Century,20080812,2008,,,1,5,"Interconnected and integrated electrical power systems, by their very dynamic nature are complex. These multifaceted systems are subject to a host of challenges - aging infrastructure, generation availability near load centers, transmission expansion to meet growing demands, distributed resources, dynamic reactive compensation, congestion management, grid ownership vs. system operation, reliability coordination, supply and cost of natural resources for generation, etc. Other types of challenges facing the industry today include balancing between resource adequacy, reliability, economics, environmental constraints, and other public purpose objectives to optimize transmission and distribution resources to meet the needs of the end users. The goal is to provide a vision for a comprehensive and systematic approach to meeting the grid management challenges through new information services. These services will have as the heart of their data streams a sensor web enablement that will make the grid a part of the semantic Web.",1932-5517;19325517,CD-ROM:978-1-4244-1906-7; POD:978-1-4244-1905-0,10.1109/PES.2008.4596956,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4596956,Ontology;Protection and Control;information semantics;sensor web,Aging;Availability;Distributed power generation;Mesh generation;Power system dynamics;Power system interconnection;Power system management;Power system reliability;Resource management;Smart grids,power engineering computing;power grids;power system interconnection;power system reliability;semantic Web,aging infrastructure;congestion management;dynamic reactive compensation;environmental constraints;generation availability;grid management challenges;grid ownership;information services;integrated electrical power system interconnection;load centers;natural resources;public purpose objectives;reliability coordination;semantic Web;smart grids;system operation;transmission expansion;transmission-distribution resources,,21,3,,,,20-24 July 2008,,IEEE,IEEE Conferences
Response to Cyber Security initiatives,H. Lee Smith,"California Polytechnic State University San Luis, Obispo, USA",2008 IEEE Power and Energy Society General Meeting - Conversion and Delivery of Electrical Energy in the 21st Century,20080812,2008,,,1,1,In the last five years a great deal of effort and discussion has taken place concerning Cyber Security and the potential impact on the electric utility industry. Various organizations have worked to define the threats and others have worked to enhance the most commonly used protocols to protect against these threats.,1932-5517;19325517,CD-ROM:978-1-4244-1906-7; POD:978-1-4244-1905-0,10.1109/PES.2008.4596420,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4596420,Communication Protocols;Cyber Security;Digital Communication;Electric Systems;Gas Systems;SCADA;System Operations;Water Systems,Bibliographies;Communication system security;Computer security;Digital communication;IEC standards;Power industry;Power system management;Protection;Protocols;Senior members,computer network reliability;electricity supply industry;power engineering computing;power system security;security of data,DNP3;IEC 61850 protocols;IEC 62351;National Electric Reliability Council's;cyber security;electric utility industry;protocols,,0,,,,,20-24 July 2008,,IEEE,IEEE Conferences
Optimal and secure transmission of stochastic load controlled by WACS â€” Swiss case,H. F. Sauvain; M. J. Lalou; Z. A. Styczynski; P. Komarnicki,"College of Engineering and Architecture Fribourg. Swiss, Switzerland",2008 IEEE Power and Energy Society General Meeting - Conversion and Delivery of Electrical Energy in the 21st Century,20080812,2008,,,1,5,"The load flow has a stochastic character due to the high penetration of renewable generation, especially wind power. Nowadays about 50 GW of wind power is installed in the UCTE power system. This causes difficulties especially in the optimal operation of the system and can lead to black outs due to problems with energy flow which is often not produced according to demand. An example occurred on November 4, 2006 when the UCTE system was divided into three parts with different frequencies. The reason for this was the uncontrolled share of power on the transit line caused by high, unpredicted wind penetration. In the paper a objective function for a WAC (wide area control) system has been defined. The Fribourg analog power system simulator, which has been used to test the flexibility of the proposed solution, will be presented too. The controllability of the system has been provided using a phasor measurement unit (PMU) installed in the simulator.",1932-5517;19325517,CD-ROM:978-1-4244-1906-7; POD:978-1-4244-1905-0,10.1109/PES.2008.4596265,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4596265,PMU;power flow controllers;power system simulator;transmission control;wide area control,Character generation;Load flow;Optimal control;Phasor measurement units;Power generation;Power system simulation;Power systems;Stochastic processes;Wind energy;Wind energy generation,controllability;load flow control;optimal control;phase measurement;power system control;power system measurement;stochastic systems,Fribourg analog power system simulator;Swiss case;UCTE power system;energy flow;optimal-secure transmission;phasor measurement unit;stochastic load control;transit line;wide area control system;wind power,,2,15,,,,20-24 July 2008,,IEEE,IEEE Conferences
Energy systems and electric power engineering: Making of future generation of engineers,P. K. Sen,"Division of Engineering at Colorado School of Mines, Golden, 80401, USA",2008 IEEE Power and Energy Society General Meeting - Conversion and Delivery of Electrical Energy in the 21st Century,20080812,2008,,,1,5,"Preparing the future generation of electric power and energy systems engineers in the current academic environment in USA is a challenging task. In order to maintain the interest levels with the undergraduate students and to promote advanced level power engineering education, career opportunities in electric power and to meet the future industry needs and expectations, the curriculum and course contents must be very carefully designed and delivered. This paper discusses at length such a program for both at the undergraduate and the graduate level successfully implemented at Colorado School of Mines, Colorado.",1932-5517;19325517,CD-ROM:978-1-4244-1906-7; POD:978-1-4244-1905-0,10.1109/PES.2008.4596828,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4596828,Advanced Training;Energy Education;Engineering Education;Graduate Education;Industry Applications;Power Systems;Undergraduate Course,Communication industry;Educational institutions;Electrical engineering;Engineering profession;Industrial training;Maintenance engineering;Personnel;Power engineering and energy;Power engineering education;Power generation,educational courses;educational institutions;industrial training;power engineering education,Colorado School of Mines;electric power career opportunities;electric power engineering;energy system;industry applications;power engineering education;undergraduate course;undergraduate student,,2,6,,,,20-24 July 2008,,IEEE,IEEE Conferences
Emerging technologies in support of smart grids,D. Novosel,"Quanta, Fremont, CA",2008 IEEE Power and Energy Society General Meeting - Conversion and Delivery of Electrical Energy in the 21st Century,20080812,2008,,,1,2,"Environmental concerns and power quality delivery needs have led regulators to sponsor new programs in energy efficiency, renewable energy capacity generation, and reliability improvements. Utilities are responding to those needs. This panel addresses emerging technology to enable smart grid deployment for improving energy efficiency.",1932-5517;19325517,CD-ROM:978-1-4244-1906-7; POD:978-1-4244-1905-0,10.1109/PES.2008.4596957,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4596957,Advanced Metering;Emerging Technologies;Energy efficiency;Phasor measurements;Real Time Monitoring;Smart Grid,Communication system control;Energy efficiency;Energy measurement;Mesh generation;Monitoring;Power quality;Power system reliability;Protection;Smart grids;Wind energy generation,power grids;power supply quality;power system reliability;renewable energy sources,energy efficiency;power quality delivery;regulators;renewable energy capacity generation;smart grids,,1,,,,,20-24 July 2008,,IEEE,IEEE Conferences
